annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2025-04,奥迪Q4 e-tron 2023款 50 e-tron quattro 创境版,3.7万公里／2023-04／杭州／12年黑金会员,560km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘换挡/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 313马力 ,纯电动,自动,2025-04,14.60,36.11万,2025-02-28,85kwh,0.68小时,12小时,2次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-10,飞驰插电混动 2022款 2.9T V6 Hybrid,1.3万公里／2022-10／杭州／5年黄金会员,km,胎压监测装置/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/方向盘换挡/全液晶仪表盘/蓝牙/车载电话/车联网/转向头灯/自适应远近光/后排独立空调/后排出风口,前置四驱,2.9T 416马力 V6 ,插电混动,自动,2025-10,219.80,269.20万,2025-03-10,18kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,大型车,-
2026-06,飞驰插电混动 2022款 2.9T V6 Hybrid,3万公里／2022-06／杭州／5年黄金会员,km,胎压监测装置/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/方向盘换挡/全液晶仪表盘/蓝牙/车载电话/车联网/转向头灯/自适应远近光/后排独立空调/后排出风口,前置四驱,2.9T 416马力 V6 ,插电混动,自动,2025-06,206.00,269.20万,2025-03-07,18kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,大型车,-
2025-09,小鹏G6 2023款 700 四驱性能 Max,0.91万公里／2023-09／杭州／2年黄金会员,700km,,双电机四驱,纯电动 487马力 ,纯电动,自动,2025-09,16.98,30.06万,2025-02-26,88kwh,0.33小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-10,Taycan 2020款 Taycan,4.8万公里／2021-10／杭州／7年黑金会员,414km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2025-10,54.80,96.39万,2025-03-11,79kwh,1.55小时,8小时,1次（以车辆登记证为准）,银/灰色,中大型车,-
2025-6,Taycan 2022款 Taycan,5万公里／2021-06／杭州／7年黑金会员,414km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2025-6,53.80,96.39万,2025-03-11,79kwh,1.55小时,8小时,1次（以车辆登记证为准）,蓝色,中大型车,-
2025-09,小鹏G6 2023款 755 超长续航 Max,6.5万公里／2023-09／杭州／2年黄金会员,755km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 296马力 ,纯电动,自动,2025-09,14.58,27.67万,2025-03-01,88kwh,0.33小时,-小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-06,理想ONE 2021款 增程6座版,5.2万公里／2021-06／杭州／2年黄金会员,148km,,双电机四驱,增程式 131马力 ,增程式,自动,2025-06,14.98,37.97万,2025-03-08,41kwh,0.5小时,6小时,0次（以车辆登记证为准）,绿色,中大型SUV,-
2025-06,奥迪Q2L e-tron 2019款 Q2L e-tron 纯电智酷型,0.9万公里／2021-06／杭州／12年黑金会员,265km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网,前置前驱,纯电动 136马力 ,纯电动,自动,2025-06,8.80,24.62万,2025-03-06,40kwh,0.6小时,17小时,1次（以车辆登记证为准）,白色,小型SUV,-
2025-6,宝马XM 2023款 基本型,1.02万公里／2023-06／杭州／14年钻石会员,78km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/倒车影像/全景摄像头/自动驻车/自动泊车入位/定速巡航/电动后备厢/感应后备厢/无钥匙启动系统/无钥匙进入系统/方向盘换挡/方向盘加热/全液晶仪表盘/手机无线充电/HUD抬头数字显示/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内氛围灯/车内PM2.5过滤装置/后排独立空调/后排出风口,前置四驱,4.4T 490马力 V8 ,插电混动,自动,2025-6,148.80,249.66万,2024-11-26,26kwh,-小时,4.25小时,1次（以车辆登记证为准）,黑色,大型SUV,-
2026-08,零跑T03 2024款 310舒享版,1.1万公里／2024-08／杭州／12年黄金会员,310km,ISOFIX儿童座椅接口/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级,前置前驱,纯电动 75马力 ,纯电动,自动,2025-08,3.98,6.50万,2025-02-12,32kwh,0.6小时,6小时,0次（以车辆登记证为准）,绿色,微型车,-
2025-05,蔚来ES6 2020款 420KM 运动版,2.7万公里／2021-05／杭州／6年黑金会员,420km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-05,12.98,38.86万,2025-02-17,70kwh,0.7小时,10小时,1次（以车辆登记证为准）,蓝色,中型SUV,-
2026-08,蔚来ET7 2022款 100kWh 首发版,2.5万公里／2022-08／杭州／6年黑金会员,675km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 653马力 ,纯电动,自动,2025-08,19.68,58.18万,2025-02-25,100kwh,0.6小时,14小时,1次（以车辆登记证为准）,银/灰色,中大型车,-
2025-09,蔚来EC6 2023款 75kWh,2.2万公里／2023-09／杭州／6年黑金会员,495km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-09,23.88,38.86万,2025-02-26,75kwh,0.5小时,-小时,1次（以车辆登记证为准）,蓝色,中型SUV,-
2025-07,宝马i7 2023款 eDrive50L 领先豪华套装,0.1万公里／2023-07／杭州／6年黑金会员,640km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 456马力 ,纯电动,自动,2025-07,54.80,103.01万,2025-02-28,102kwh,0.93小时,10.5小时,0次（以车辆登记证为准）,银/灰色,大型车,-
2025-08,蔚来ET5T 2023款 75kWh Touring,0.3万公里／2023-08／杭州／6年黑金会员,530km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-08,19.98,32.35万,2025-03-01,75kwh,0.5小时,-小时,0次（以车辆登记证为准）,绿色,中型车,-
2026-03,AION V 2021款 Plus 80 智享科技版 三元锂,2.6万公里／2022-03／杭州／15年钻石会员,600km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,纯电动 224马力 ,纯电动,自动,2025-03,8.80,23.29万,2025-03-07,80kwh,-小时,-小时,0次（以车辆登记证为准）,蓝色,紧凑型SUV,-
2026-04,比亚迪S2 2019款 智·标准型,9万公里／2020-04／杭州／3年会员,305km,ISOFIX儿童座椅接口/倒车影像/无钥匙启动系统/无钥匙进入系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,前置前驱,纯电动 95马力 ,纯电动,自动,2025-04,3.58,10.40万,2025-03-03,41kwh,1.1小时,,0次（以车辆登记证为准）,蓝色,小型SUV,-
2026-07,AION Y 2022款 70 智领版 磷酸铁锂,6万公里／2022-07／杭州／3年会员,500km,ISOFIX儿童座椅接口/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 184马力 ,纯电动,自动,2025-07,6.98,16.02万,2025-03-10,64kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2025-06,蔚来ES8 2020款 415KM 签名版 六座版,3.9万公里／2021-06／杭州／6年黑金会员,415km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-06,22.97,61.44万,2025-03-04,70kwh,0.7小时,10小时,0次（以车辆登记证为准）,蓝色,中大型SUV,-
2025-10,奔驰S级新能源 2023款 S 450 e L 插电式混合动力轿车,0.4万公里／2023-10／杭州／6年黑金会员,108km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘换挡/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,前置后驱,3.0T 299马力 L6 ,插电混动,自动,2025-10,74.98,137.61万,2025-03-05,29kwh,0.33小时,3.25小时,0次（以车辆登记证为准）,黑色,大型车,-
2025-11,蔚来EC6 2020款 430KM 运动版,9.1万公里／2021-11／杭州／6年黑金会员,430km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-11,9.98,39.95万,2025-03-06,70kwh,0.7小时,10小时,1次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-07,欧拉好猫 2022款 400km标准续航 豪华型 磷酸铁锂,2万公里／2022-07／杭州／3年黄金会员,401km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级,前置前驱,纯电动 143马力 ,纯电动,自动,2025-07,6.80,13.88万,2025-03-06,48kwh,0.5小时,8小时,0次（以车辆登记证为准）,绿色,小型车,-
2025-12,福特电马 2024款 GT,1.1万公里／2023-12／南京／4年黄金会员,504km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 488马力 ,纯电动,自动,2025-12,,已降1000元,2025-02-05,80kwh,-小时,-小时,0次（以车辆登记证为准）,黄/橙色,中型SUV,-
2026-06,哪吒U 2021款 Pro 400 巡航版,5.3万公里／2022-06／杭州／7年钻石会员,400km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 163马力 ,纯电动,自动,2025-06,6.98,11.92万,2025-03-13,0kwh,0.5小时,8.5小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-03,小鹏G6 2023款 755 超长续航 Pro,3.2万公里／2024-03／杭州／2年黄金会员,755km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 296马力 ,纯电动,自动,2025-03,14.98,25.50万,2025-03-13,88kwh,0.33小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-10,AION Y 2022款 70 智领版 磷酸铁锂,6.4万公里／2022-10／杭州／4年钻石会员,500km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 184马力 ,纯电动,自动,2025-10,7.18,16.02万,2025-03-11,64kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-10,Model 3 2020款 标准续航后驱升级版,11万公里／2020-10／杭州／4年钻石会员,445km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-10,9.98,31.67万,2025-03-06,52kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-09,小鹏G6 2023款 580 长续航 Pro,5.9万公里／2023-09／杭州／2年黄金会员,580km,,后置后驱,纯电动 296马力 ,纯电动,自动,2025-09,12.38,22.78万,2025-03-06,66kwh,0.33小时,-小时,1次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-10,欧拉好猫GT 2022款 木兰版 401km标准续航,2.7万公里／2023-10／杭州／11年会员,401km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级,前置前驱,纯电动 171马力 ,纯电动,自动,2025-10,7.60,16.17万,2025-02-21,48kwh,0.5小时,8小时,0次（以车辆登记证为准）,黑色,小型车,-
2025-10,奔驰EQE 2022款 350 先锋版,1.2万公里／2023-10／杭州／9年黑金会员,752km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 292马力 ,纯电动,自动,2025-10,21.98,51.89万,2025-03-12,96kwh,0.8小时,13小时,2次（以车辆登记证为准）,银/灰色,中大型车,-
2024-10,奔驰EQE 2022款 350 先型特别版,0.84万公里／2022-10／杭州／7年钻石会员,717km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘换挡/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 292马力 ,纯电动,自动,2024-10,27.50,58.00万,2024-11-04,96kwh,0.8小时,13小时,1次（以车辆登记证为准）,银/灰色,中大型车,-
2026-5,小鹏G6 2023款 580 长续航 Max,1.79万公里／2024-05／杭州／5年黑金会员,580km,,后置后驱,纯电动 296马力 ,纯电动,自动,2025-4,16.08,24.96万,2025-03-13,66kwh,0.33小时,-小时,0次（以车辆登记证为准）,其它,中型SUV,-
2026-03,奔驰EQC 2020款 EQC 350 4MATIC,1.63万公里／2022-03／杭州／10年会员,415km,胎压监测装置/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘换挡/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 286马力 ,纯电动,自动,2025-03,13.98,54.25万,2025-03-13,79kwh,,,1次（以车辆登记证为准）,黑色,中型SUV,-
2025-01,福特电马 2021款 跃世后驱版(标准续航),5.8万公里／2023-01／杭州／6年黄金会员,513km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 273马力 ,纯电动,自动,2025-01,10.98,27.13万,2025-03-01,62kwh,-小时,-小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
2026-07,奔驰EQS 2022款 450+ 先锋版,0.01万公里／2024-07／杭州／14年会员,849km,,后置后驱,纯电动 333马力 ,纯电动,自动,2025-07,47.00,117.19万,2024-10-14,112kwh,0.62小时,,1次（以车辆登记证为准）,黑色,大型车,-
2026-08,奔驰EQA 2022款 EQA 260,1.8万公里／2022-08／杭州／1年黄金会员,619km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/后排出风口,前置前驱,纯电动 190马力 ,纯电动,自动,2025-08,11.99,34.93万,2025-03-09,74kwh,0.75小时,-小时,0次（以车辆登记证为准）,香槟/棕色,紧凑型SUV,-
2025-5,欧拉好猫 2021款 400km标准续航 维纳斯版 三元锂,4.12万公里／2021-05／杭州／14年黑金会员,401km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光,前置前驱,纯电动 143马力 ,纯电动,自动,2025-5,6.58,12.36万,2025-03-12,46kwh,0.5小时,8小时,0次（以车辆登记证为准）,蓝色,小型车,-
2027-01,福特电马 2021款 跃世后驱版(标准续航),4万公里／2023-01／杭州／3年会员,513km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 273马力 ,纯电动,自动,2026-01,10.90,27.13万,2025-03-08,62kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-5,宝马i5 2024款 eDrive 35L 尊享型 M运动套装,1.1万公里／2024-05／杭州／14年黑金会员,536km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-5,28.80,50.57万,2025-03-11,79kwh,0.53小时,8.25小时,1次（以车辆登记证为准）,银/灰色,中大型车,-
2026-9,小鹏G3 2022款 G3i 460N,1.52万公里／2022-09／杭州／5年黑金会员,460km,,前置前驱,纯电动 197马力 ,纯电动,自动,2025-8,8.28,17.79万,2025-03-13,58kwh,0.58小时,4.3小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
