annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2025-5,宝马iX3 2022款 改款 领先型,1.5万公里／2023-05／北京／9年钻石会员,550km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2024-10,17.88,43.96万,2025-02-27,80kwh,0.75小时,7.5小时,1次（以车辆登记证为准）,白色,中型SUV,-
2025-9,宝马iX3 2022款 改款 创领型,1.3万公里／2023-09／北京／9年钻石会员,535km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2024-9,19.38,48.30万,2025-02-27,80kwh,0.75小时,7.5小时,1次（以车辆登记证为准）,黑色,中型SUV,-
2025-12,宝马iX 2023款 改款 xDrive40,0.28万公里／2023-12／北京／9年钻石会员,471km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/后排独立空调/后排出风口,双电机四驱,纯电动 326马力 ,纯电动,自动,2024-12,30.88,81.07万,2025-03-12,77kwh,0.68小时,7.5小时,1次（以车辆登记证为准）,蓝色,中大型SUV,-
已过期,小米SU7 Ultra 2025款 Ultra,0.01万公里／未上牌／北京／2年黄金会员,630km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,三电机四驱,纯电动 1548马力 ,纯电动,自动,已过期,57.80,57.52万,2025-03-11,94kwh,0.183小时,-小时,0次（以车辆登记证为准）,黄/橙色,中大型车,-
2025-03,Model Y 2022款 长续航全轮驱动版,5万公里／2023-03／北京／7年黑金会员,660km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 450马力 ,纯电动,自动,2025-03,20.99,42.87万,2025-03-12,78kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-1,宝马iX1 2023款 xDrive30L M运动套装,1.19万公里／2024-01／北京／15年黑金会员,450km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/蓝牙/车载电话/车联网/OTA升级/后排出风口,双电机四驱,纯电动 313马力 ,纯电动,自动,2025-1,16.69,36.90万,2025-01-21,66kwh,0.53小时,7小时,1次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-5,宝马i5 2024款 eDrive 35L 尊享型 M运动套装,1.32万公里／2024-05／北京／15年黑金会员,536km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-5,28.99,50.57万,2025-02-25,79kwh,0.53小时,8.25小时,1次（以车辆登记证为准）,银/灰色,中大型车,-
2026-04,宋Pro新能源 2023款 冠军版 DM-i 110KM超越型,1.8万公里／2024-04／北京／4年黄金会员,85km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-04,8.80,16.26万,2025-02-23,18kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2025-05,宝马5系新能源 2018款 530Le 豪华套装,12万公里／2018-05／北京／5年黄金会员,61km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/后排出风口,前置后驱,2.0T 184马力 L4 ,插电混动,自动,2025-05,,已降1800元,2024-11-22,13kwh,-小时,4小时,1次（以车辆登记证为准）,香槟/棕色,中大型车,-
2026-7,宝马iX3 2022款 创领型,2.3万公里／2022-07／北京／5年黑金会员,535km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-7,17.80,47.75万,2024-11-05,80kwh,0.75小时,7.5小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-9,宝马iX1 2023款 xDrive30L M运动套装,0.7万公里／2023-09／北京／5年黑金会员,450km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/蓝牙/车载电话/车联网/OTA升级/后排出风口,双电机四驱,纯电动 313马力 ,纯电动,自动,2025-9,15.80,36.90万,2025-01-09,66kwh,0.53小时,7小时,0次（以车辆登记证为准）,黑色,紧凑型SUV,-
2026-1,宝马iX3 2023款 创领型,1万公里／2024-01／北京／5年黑金会员,535km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-1,21.80,48.30万,2025-01-09,80kwh,0.75小时,7.5小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-8,宝马i7 2023款 eDrive50L 领先M运动套装,0.8万公里／2023-08／北京／5年黑金会员,640km,并线辅助/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 456马力 ,纯电动,自动,2025-8,49.98,103.01万,2025-01-10,102kwh,0.93小时,10.5小时,0次（以车辆登记证为准）,黑色,大型车,-
2026-7,宝马iX 2023款 改款 xDrive50,0.5万公里／2024-07／北京／5年黑金会员,665km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/后排独立空调/后排出风口,双电机四驱,纯电动 524马力 ,纯电动,自动,2025-7,39.98,91.93万,2025-02-06,112kwh,0.82小时,11小时,0次（以车辆登记证为准）,绿色,中大型SUV,-
2027-02,理想L6 2024款 Max,0.2万公里／2025-02／北京／1年黄金会员,212km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2026-02,24.50,30.37万,2025-03-01,37kwh,0.33小时,6小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2025-08,红旗E-HS9 2024款 660km 旗领版 四座,3.8万公里／2023-08／北京／1年黄金会员,660km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 551马力 ,纯电动,自动,2025-08,31.50,84.65万,2025-03-03,120kwh,-小时,-小时,1次（以车辆登记证为准）,银/灰色,大型SUV,-
2026-04,Model Y 2024款 长续航全轮驱动版,2.4万公里／2024-04／北京／1年黄金会员,688km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 450马力 ,纯电动,自动,2025-04,23.50,31.58万,2025-03-04,78kwh,1小时,10小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2027-01,Model X 2020款 长续航升级版,4万公里／2021-01／北京／1年黄金会员,605km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 537马力 ,纯电动,自动,2026-01,36.60,83.90万,2025-03-07,100kwh,1小时,10小时,2次（以车辆登记证为准）,白色,中大型SUV,-
2026-12,极氪7X 2025款 100kWh 长续航后驱智驾版,0.2万公里／2024-12／北京／1年黄金会员,780km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,后置后驱,纯电动 422马力 ,纯电动,自动,2025-12,20.30,27.13万,2025-03-07,100kwh,0.25小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-06,零跑C01 2022款 后驱超长续航版,4.4万公里／2023-06／北京／1年黄金会员,717km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 272马力 ,纯电动,自动,2025-06,11.80,25.16万,2025-03-08,90kwh,0.67小时,8小时,0次（以车辆登记证为准）,白色,中大型车,-
2026-01,Model Y 2023款 高性能全轮驱动版,0.3万公里／2024-01／北京／1年黄金会员,615km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 486马力 ,纯电动,自动,2026-01,26.70,39.50万,2025-03-10,78kwh,1小时,10小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2027-01,Model 3 2022款 后轮驱动版,2.7万公里／2023-01／北京／1年黄金会员,556km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2026-01,14.80,25.17万,2025-03-10,60kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2026-12,蔚来ES6 2024款 75kWh,0.6万公里／2024-12／北京／1年黄金会员,500km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-12,19.80,36.69万,2025-03-10,75kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-12,Model X 2023款 双电机全轮驱动版,1.1万公里／2023-12／北京／1年黄金会员,700km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 670马力 ,纯电动,自动,2025-12,59.80,78.69万,2025-03-10,100kwh,1小时,10小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2026-10,享界S9 2024款 Ultra 四驱旗舰版,0.4万公里／2024-10／北京／1年黄金会员,721km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 530马力 ,纯电动,自动,2025-10,37.80,48.82万,2025-03-13,100kwh,0.25小时,11小时,0次（以车辆登记证为准）,黑色,中大型车,-
2026-07,哪吒L 2024款 增程 310 闪充红衣版,0.8万公里／2024-07／北京／1年黄金会员,310km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,增程式 91马力 ,增程式,自动,2025-07,10.90,17.36万,2025-03-11,40kwh,0.32小时,-小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
2026-03,问界M9 2024款 增程 Ultra版 42kWh 6座版,0.77万公里／2024-03／北京／1年黄金会员,225km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 152马力 ,增程式,自动,2025-03,48.00,57.51万,2025-02-20,42kwh,0.5小时,5小时,1次（以车辆登记证为准）,银/灰色,大型SUV,-
2025-07,理想L8 2023款 Max,0.5万公里／2023-07／北京／1年黄金会员,210km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 154马力 ,增程式,自动,2025-07,28.30,43.40万,2025-02-26,41kwh,0.5小时,6.5小时,0次（以车辆登记证为准）,绿色,中大型SUV,-
2025-04,Model Y 2021款 改款二 长续航全轮驱动版,2.2万公里／2021-04／北京／1年黄金会员,660km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 450马力 ,纯电动,自动,2025-04,18.00,37.76万,2025-02-28,78kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-02,岚图梦想家 2024款 PHEV 超长续航尊贵版,2.4万公里／2024-02／北京／1年黄金会员,236km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,前置四驱,1.5T 150马力 L4 ,插电混动,自动,2025-02,25.58,40.15万,2025-02-28,43kwh,0.5小时,-小时,0次（以车辆登记证为准）,黑色,,-
2026-01,岚图梦想家 2024款 PHEV 超长续航旗舰版,2.3万公里／2024-01／北京／1年黄金会员,236km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,前置四驱,1.5T 150马力 L4 ,插电混动,自动,2026-01,26.98,45.58万,2025-03-01,43kwh,0.5小时,-小时,0次（以车辆登记证为准）,香槟/棕色,,-
2026-12,小鹏P7+ 2024款 超长续航 Max,0.3万公里／2024-12／北京／1年黄金会员,725km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 313马力 ,纯电动,自动,2025-12,17.38,21.58万,2025-03-04,76kwh,0.33小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
