annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2026-06,Model 3 2020款 标准续航后驱升级版,4万公里／2020-06／上海／2年会员,445km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-06,,已降2000元,2025-03-02,52kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2027-01,Model Y 2022款 后轮驱动版,2.3万公里／2023-01／上海／2年会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2026-01,,已降2000元,2025-03-07,60kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中型SUV,-
2026-07,Model 3 2020款 改款 长续航后轮驱动版,7万公里／2020-07／上海／2年会员,668km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-07,,已降2000元,2025-03-09,77kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-05,微蓝7 2020款 652E 互联智慧型,6.5万公里／2021-05／上海／4年黄金会员,500km,,前置前驱,纯电动 177马力 ,纯电动,自动,2025-05,7.85,23.64万,2025-02-17,56kwh,0.65小时,9.5小时,1次（以车辆登记证为准）,白色,小型SUV,-
2026-04,小鹏G6 2023款 580 长续航 Pro,1.3万公里／2024-04／上海／5年黄金会员,580km,,后置后驱,纯电动 296马力 ,纯电动,自动,2025-04,14.88,22.78万,2025-02-19,66kwh,0.33小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-05,小鹏G6 2023款 580 长续航 Max,0.82万公里／2024-05／上海／5年黄金会员,580km,,后置后驱,纯电动 296马力 ,纯电动,自动,2025-05,15.38,24.96万,2025-02-20,66kwh,0.33小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-03,小鹏G9 2024款 650 Max,2.4万公里／2024-03／上海／5年黄金会员,650km,,双电机四驱,纯电动 551马力 ,纯电动,自动,2025-03,25.88,39.07万,2025-02-27,98kwh,0.33小时,-小时,0次（以车辆登记证为准）,绿色,中大型SUV,-
2025-06,小鹏G9 2022款 702 Pro,3.7万公里／2023-06／上海／5年黄金会员,702km,,后置后驱,纯电动 313马力 ,纯电动,自动,2025-06,19.88,37.98万,2025-02-27,98kwh,0.27小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2026-08,欧拉好猫GT 2022款 木兰版 480km长续航,4.2万公里／2022-08／上海／1年会员,480km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级,前置前驱,纯电动 171马力 ,纯电动,自动,2025-08,6.96,18.34万,2024-12-09,59kwh,0.5小时,8小时,0次（以车辆登记证为准）,银/灰色,小型车,-
2025-11,小蚂蚁 2019款 4座智享版 35kWh,2.22万公里／2019-11／上海／1年会员,301km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话,后置后驱,纯电动 41马力 ,纯电动,自动,2025-11,2.56,7.58万,2024-12-09,35kwh,0.5小时,7小时,0次（以车辆登记证为准）,白色,微型车,-
2025-01,宏光MINIEV 2020款 悦享款 磷酸铁锂,1.66万公里／2021-01／上海／1年会员,170km,ISOFIX儿童座椅接口/全液晶仪表盘,后置后驱,纯电动 27马力 ,纯电动,自动,2025-01,1.61,4.21万,2025-01-07,14kwh,,9小时,0次（以车辆登记证为准）,蓝色,微型车,-
2025-06,荣威RX5新能源 2018款 eRX5 50T 混动尊享版,3.6万公里／2018-06／上海／1年会员,60km,ISOFIX儿童座椅接口/倒车影像/自动驻车/定速巡航/无钥匙启动系统/无钥匙进入系统/蓝牙/车载电话/手机互联/映射/转向辅助灯/后排出风口,前置前驱,1.5T 169马力 L4 ,插电混动,自动,2025-06,3.40,25.17万,2025-02-23,12kwh,,3小时,0次（以车辆登记证为准）,香槟/棕色,紧凑型SUV,-
2025-04,科莱威CLEVER 2021款 302km全能版,3.69万公里／2021-04／上海／1年会员,302km,无钥匙启动系统,前置前驱,纯电动 50马力 ,纯电动,自动,2025-04,2.03,4.98万,2025-02-23,29kwh,,5.5小时,0次（以车辆登记证为准）,白色,微型车,-
2026-01,荣威RX5新能源 2019款 eRX5 50T 4G互联超越版,3.6万公里／2020-01／上海／1年会员,60km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/转向辅助灯/后排出风口,前置前驱,1.5T 162马力 L4 ,插电混动,自动,2025-01,4.00,19.09万,2025-02-23,12kwh,,3小时,0次（以车辆登记证为准）,香槟/棕色,紧凑型SUV,-
2025-12,宏光MINIEV 2021款 马卡龙臻享款 磷酸铁锂,1.08万公里／2021-12／上海／1年会员,170km,ISOFIX儿童座椅接口/全液晶仪表盘/蓝牙/车载电话,后置后驱,纯电动 27马力 ,纯电动,自动,2024-12,1.71,4.73万,2025-02-24,14kwh,,9小时,0次（以车辆登记证为准）,绿色,微型车,-
2025-04,荣威i6 MAX新能源 2020款 1.5T PHEV爽酷版,3.3万公里／2021-04／上海／1年会员,51km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/车内PM2.5过滤装置/后排出风口,前置前驱,1.5T 169马力 L4 ,插电混动,自动,2025-04,4.35,14.85万,2025-03-04,0kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型车,-
2025-01,荣威e950 2016款 1.4T 豪华版,3.55万公里／2017-01／上海／1年会员,60km,车道偏离预警系统/ISOFIX儿童座椅接口/倒车影像/定速巡航/无钥匙启动系统/无钥匙进入系统/蓝牙/车载电话/转向辅助灯/自适应远近光/后排出风口,前置前驱,1.4T 150马力 L4 ,插电混动,自动,2025-01,1.85,31.35万,2025-02-23,12kwh,,8小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-03,名爵6新能源 2018款 45T E-DRIVE智驱混动尊享互联网版,2.66万公里／2019-03／上海／1年会员,53km,ISOFIX儿童座椅接口/倒车影像/自动驻车/定速巡航/无钥匙启动系统/无钥匙进入系统/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置,前置前驱,1.0T 125马力 L3 ,插电混动,自动,2025-03,2.99,18.43万,2025-02-23,9kwh,,3小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2027-01,Model 3 2021款 标准续航后驱升级版,7万公里／2021-01／上海／1年黄金会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2026-01,11.99,28.95万,2025-03-13,55kwh,1小时,10小时,1次（以车辆登记证为准）,银/灰色,中型车,-
2026-12,元新能源 2019款 EV535 智联领潮型,3.4万公里／2020-12／上海／1年会员,410km,ISOFIX儿童座椅接口/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,前置前驱,纯电动 95马力 ,纯电动,自动,2025-12,4.02,13.01万,2025-03-09,53kwh,0.5小时,,0次（以车辆登记证为准）,白色,小型SUV,-
2026-06,北汽新能源EC3 2019款 灵动版,2.7万公里／2020-06／上海／6年黑金会员,301km,ISOFIX儿童座椅接口/全液晶仪表盘/蓝牙/车载电话,前置前驱,纯电动 61马力 ,纯电动,自动,2025-06,2.59,8.01万,2025-02-14,31kwh,0.6小时,9小时,0次（以车辆登记证为准）,白色,微型车,-
2027-01,比亚迪e2 2020款 升级版 高续航版 尊贵型,3.8万公里／2021-01／上海／1年会员,405km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,前置前驱,纯电动 95马力 ,纯电动,自动,2026-01,4.68,13.00万,2025-03-07,47kwh,0.67小时,,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-05,唐新能源 2015款 2.0T 四驱旗舰型,3.5万公里／2016-05／上海／1年会员,80km,ISOFIX儿童座椅接口/倒车影像/全景摄像头/自动驻车/定速巡航/无钥匙启动系统/无钥匙进入系统/全液晶仪表盘/蓝牙/车载电话/手机互联/映射/220V/230V电源/车内氛围灯/后排出风口,前置四驱,2.0T 205马力 L4 ,插电混动,自动,2025-05,2.68,30.37万,2025-03-09,0kwh,,5.5小时,0次（以车辆登记证为准）,白色,中型SUV,-
2026-01,唐新能源 2021款 DM-i 112KM 尊荣型,3.8万公里／2022-01／上海／3年钻石会员,112km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2026-01,11.68,24.62万,2025-02-23,22kwh,-小时,-小时,0次（以车辆登记证为准）,红/紫色,中型SUV,-
2026-09,秦PLUS 2021款 DM-i 55KM 旗舰型,3.53万公里／2022-09／上海／4年黄金会员,46km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-09,5.78,13.87万,2025-03-13,8kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型车,-
2025-01,元新能源 2019款 EV360 智联领动型,3.5万公里／2019-01／上海／1年会员,305km,ISOFIX儿童座椅接口/无钥匙启动系统/车联网,前置前驱,纯电动 95马力 ,纯电动,自动,2025-01,3.09,9.76万,2025-02-23,42kwh,0.5小时,7小时,0次（以车辆登记证为准）,白色,小型SUV,-
2024-09,唐新能源 2018款 DM 2.0T 全时四驱智联创悦型 7座 国V,3.5万公里／2018-09／上海／1年会员,81km,ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/后排独立空调/后排出风口,前置四驱,2.0T 205马力 L4 ,插电混动,自动,2024-09,6.49,26.04万,2025-02-23,20kwh,,5.8小时,0次（以车辆登记证为准）,白色,中型SUV,-
2026-03,沃尔沃XC60插电式混动 2023款 T8 插电混动 长续航四驱智雅豪华版,2.3万公里／2024-03／上海／11年钻石会员,64km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置四驱,2.0T 310马力 L4 ,插电混动,自动,2025-03,27.98,65.55万,2025-03-09,19kwh,-小时,5小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-04,奥迪A6L新能源 2018款 40 e-tron,4.6万公里／2019-04／上海／7年黄金会员,50km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/方向盘换挡/蓝牙/车载电话/车联网/车内PM2.5过滤装置/后排独立空调/后排出风口,前置前驱,2.0T 211马力 L4 ,插电混动,自动,2025-04,16.30,49.37万,2025-03-03,14kwh,2.3小时,8.5小时,0次（以车辆登记证为准）,白色,中大型车,-
2025-10,Model 3 2020款 改款 标准续航后驱升级版,8万公里／2021-10／上海／4年会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-10,11.98,29.28万,2025-03-03,55kwh,1小时,10小时,2次（以车辆登记证为准）,黑色,中型车,-
2026-12,Model 3 2020款 改款 标准续航后驱升级版,1.7万公里／2020-12／上海／3年会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-12,12.88,29.28万,2025-03-13,55kwh,1小时,10小时,1次（以车辆登记证为准）,黑色,中型车,-
2025-12,荣威Ei5 2019款 舒适版,2.8万公里／2019-12／上海／1年会员,420km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车内PM2.5过滤装置,前置前驱,纯电动 116马力 ,纯电动,自动,2024-12,3.53,13.98万,2024-09-03,53kwh,0.67小时,8.5小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-9,Model 3 2021款 标准续航后驱升级版 3D6,11.3万公里／2021-09／上海／8年钻石会员,468km,,后置后驱,纯电动 299马力 ,纯电动,自动,2025-3,11.68,27.32万,2025-03-14,55kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-05,Model 3 2021款 标准续航后驱升级版,10.4万公里／2021-05／上海／1年会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-05,12.38,28.95万,2025-03-13,55kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-08,唐新能源 2017款 2.0T 唐100,3.4万公里／2017-08／上海／1年会员,100km,ISOFIX儿童座椅接口/倒车影像/自动驻车/定速巡航/无钥匙启动系统/无钥匙进入系统/蓝牙/车载电话/手机互联/映射/车联网/220V/230V电源/车载空气净化器/后排出风口,前置四驱,2.0T 205马力 L4 ,插电混动,自动,2025-08,4.04,32.55万,2025-02-24,0kwh,,6.9小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-06,小蚂蚁 2018款 4座智享版,14万公里／2018-06／上海／6年黑金会员,151km,ISOFIX儿童座椅接口/倒车影像/无钥匙启动系统/蓝牙/车载电话/手机互联/映射,后置后驱,纯电动 41马力 ,纯电动,自动,2025-06,1.99,17.79万,2025-03-13,18kwh,0.5小时,8小时,0次（以车辆登记证为准）,蓝色,微型车,-
2025-05,蔚来EC6 2020款 440KM 性能版,7.9万公里／2021-05／上海／7年黄金会员,440km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-05,11.98,44.29万,2025-03-06,70kwh,0.7小时,10小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
2026-02,别克E5 2023款 臻享标准续航版,1.5万公里／2024-02／上海／1年黄金会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,前置前驱,纯电动 245马力 ,纯电动,自动,2026-02,13.88,22.13万,2025-03-08,68kwh,0.467小时,10.8小时,0次（以车辆登记证为准）,蓝色,中大型SUV,-
2026-07,问界M9 2024款 增程 Ultra版 52kWh 6座版,3万公里／2024-07／上海／9年钻石会员,275km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 152马力 ,增程式,自动,2025-07,48.80,59.68万,2025-03-14,52kwh,0.5小时,5小时,1次（以车辆登记证为准）,黑色,大型SUV,-
2025-11,唐新能源 2018款 DM 2.0T 全时四驱智联创领型 7座 国V,6万公里／2018-11／上海／6年会员,100km,车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,前置四驱,2.0T 205马力 L4 ,插电混动,自动,2025-11,6.99,30.38万,2025-03-13,24kwh,,3.5小时,1次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-9,小蚂蚁 2019款 4座智享版 35kWh,4.1万公里／2019-09／上海／2年黑金会员,301km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话,后置后驱,纯电动 41马力 ,纯电动,自动,2025-9,2.60,7.58万,2025-03-13,35kwh,0.5小时,7小时,0次（以车辆登记证为准）,白色,微型车,-
2026-01,元PLUS 2023款 冠军版 510KM 领先型,2.4万公里／2024-01／上海／1年会员,510km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/后排出风口,前置前驱,纯电动 204马力 ,纯电动,自动,2026-01,10.18,15.83万,2025-03-13,60kwh,0.5小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-06,Polestar 4 2024款 双电机长续航PLUS  双星互联版,2.82万公里／2024-06／上海／10年钻石会员,682km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-06,19.88,43.41万,2025-03-13,100kwh,0.53小时,17.5小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2026-06,Polestar 4 2024款 单电机标准续航PLUS 双星互联版,1.43万公里／2024-06／上海／10年钻石会员,668km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,后置后驱,纯电动 272马力 ,纯电动,自动,2025-06,17.33,36.90万,2025-03-13,86kwh,0.53小时,15.5小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2025-12,宏光MINIEV 2021款 马卡龙臻享款 磷酸铁锂,1.06万公里／2021-12／上海／1年会员,170km,ISOFIX儿童座椅接口/全液晶仪表盘/蓝牙/车载电话,后置后驱,纯电动 27马力 ,纯电动,自动,2025-12,1.71,4.73万,2025-02-10,14kwh,,9小时,0次（以车辆登记证为准）,绿色,微型车,-
2027-01,微蓝6 2020款 互联智慧型 PLUS,4万公里／2021-01／上海／1年会员,410km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,纯电动 150马力 ,纯电动,自动,2026-01,4.86,24.13万,2025-03-09,53kwh,0.67小时,8小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-10,秦新能源 2017款 1.5T 尊贵型,9万公里／2017-10／上海／5年黄金会员,80km,ISOFIX儿童座椅接口/倒车影像/定速巡航/无钥匙启动系统/无钥匙进入系统/蓝牙/车载电话/车联网/220V/230V电源/后排出风口,前置前驱,1.5T 154马力 L4 ,插电混动,自动,2025-10,3.98,20.18万,2025-03-10,15kwh,,,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-09,小鹏G6 2023款 580 长续航 Pro,1.65万公里／2023-09／上海／5年黄金会员,580km,,后置后驱,纯电动 296马力 ,纯电动,自动,2025-09,13.88,22.78万,2025-02-15,66kwh,0.33小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-01,荣威Ei5 2018款 互联网旗舰版,6万公里／2019-01／上海／1年会员,301km,ISOFIX儿童座椅接口/倒车影像/自动驻车/定速巡航/无钥匙启动系统/无钥匙进入系统/蓝牙/车载电话/手机互联/映射/车联网/车内PM2.5过滤装置,前置前驱,纯电动 116马力 ,纯电动,自动,2025-01,3.38,24.29万,2024-12-21,35kwh,0.67小时,5.5小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-03,领克02新能源 2020款 1.5T PHEV Pro,3.4万公里／2021-03／上海／2年黄金会员,51km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/转向辅助灯/转向头灯/车内PM2.5过滤装置/后排出风口,前置前驱,1.5T 180马力 L3 ,插电混动,自动,2025-03,8.38,21.68万,2025-03-14,9kwh,,,0次（以车辆登记证为准）,红/紫色,紧凑型SUV,-
